"","df.location","df.parameter","df.value","df.unit","df.country","df.city","date","averagingPeriod"
"63551","Boyne Island","pm25",5.6,"µg/m³","AU","Gladstone","2019-11-22T07:00:00.000Z",1
"63562","Boat Creek","pm25",4.8,"µg/m³","AU","Gladstone","2019-11-22T07:00:00.000Z",1
"63572","South Gladstone","pm25",6.4,"µg/m³","AU","Gladstone","2019-11-22T07:00:00.000Z",1
"63582","Moranbah","pm25",14.2,"µg/m³","AU","Central Queensland","2019-11-22T07:00:00.000Z",1
"63592","West Mackay","pm25",7.9,"µg/m³","AU","Central Queensland","2019-11-22T07:00:00.000Z",1
"63602","Blackwater","pm25",12.5,"µg/m³","AU","Central Queensland","2019-11-22T07:00:00.000Z",1
"63632","Boat Creek","pm25",4.8,"µg/m³","AU","Gladstone","2019-11-22T06:00:00.000Z",1
"63642","Woolloongabba","pm25",11.6,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63652","Hopeland","pm25",16,"µg/m³","AU","South West Queensland","2019-11-22T06:00:00.000Z",1
"63761","North Ward","pm25",20,"µg/m³","AU","Townsville","2019-11-22T06:00:00.000Z",1
"63771","Upper Humbug","pm25",25.4,"µg/m³","AU","South West Queensland","2019-11-22T06:00:00.000Z",1
"6378","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-22T06:00:00.000Z",1
"63792","Cannon Hill","pm25",17.7,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63801","Lytton","pm25",8.4,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63811","Wynnum West","pm25",7.9,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63821","Wynnum","pm25",7.2,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63832","South Brisbane","pm25",8,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63842","Springwood","pm25",10.2,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63852","Southport","pm25",5.9,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63861","Rocklea","pm25",12,"µg/m³","AU","South East Queensland","2019-11-22T06:00:00.000Z",1
"63872","Targinie","pm25",5.6,"µg/m³","AU","Gladstone","2019-11-22T06:00:00.000Z",1
"63882","Boyne Island","pm25",5.6,"µg/m³","AU","Gladstone","2019-11-22T06:00:00.000Z",1
"63892","South Gladstone","pm25",6.4,"µg/m³","AU","Gladstone","2019-11-22T06:00:00.000Z",1
"63902","Clinton","pm25",6.4,"µg/m³","AU","Gladstone","2019-11-22T06:00:00.000Z",1
"63911","Fisherman's Landing","pm25",5.5,"µg/m³","AU","Gladstone","2019-11-22T06:00:00.000Z",1
"63921","Moranbah","pm25",14.8,"µg/m³","AU","Central Queensland","2019-11-22T06:00:00.000Z",1
"63931","West Mackay","pm25",8.9,"µg/m³","AU","Central Queensland","2019-11-22T06:00:00.000Z",1
"63941","Blackwater","pm25",13.1,"µg/m³","AU","Central Queensland","2019-11-22T06:00:00.000Z",1
"63962","North Ward","pm25",20.5,"µg/m³","AU","Townsville","2019-11-22T05:00:00.000Z",1
"63972","Upper Humbug","pm25",25.2,"µg/m³","AU","South West Queensland","2019-11-22T05:00:00.000Z",1
"63981","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-22T05:00:00.000Z",1
"63991","Hopeland","pm25",16.1,"µg/m³","AU","South West Queensland","2019-11-22T05:00:00.000Z",1
"64001","Cannon Hill","pm25",19.2,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64012","Lytton","pm25",8.4,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64022","Wynnum","pm25",6.4,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64031","Wynnum West","pm25",8.1,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64042","South Brisbane","pm25",9.8,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64052","Woolloongabba","pm25",13.9,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64062","Southport","pm25",5.8,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64072","Rocklea","pm25",14.6,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64082","Targinie","pm25",5.7,"µg/m³","AU","Gladstone","2019-11-22T05:00:00.000Z",1
"64092","Boyne Island","pm25",5.6,"µg/m³","AU","Gladstone","2019-11-22T05:00:00.000Z",1
"64102","Boat Creek","pm25",4.9,"µg/m³","AU","Gladstone","2019-11-22T05:00:00.000Z",1
"64113","Clinton","pm25",6.4,"µg/m³","AU","Gladstone","2019-11-22T05:00:00.000Z",1
"64122","Fisherman's Landing","pm25",5.4,"µg/m³","AU","Gladstone","2019-11-22T05:00:00.000Z",1
"64132","West Mackay","pm25",10.2,"µg/m³","AU","Central Queensland","2019-11-22T05:00:00.000Z",1
"64141","Blackwater","pm25",13.5,"µg/m³","AU","Central Queensland","2019-11-22T05:00:00.000Z",1
"64151","Moranbah","pm25",15.3,"µg/m³","AU","Central Queensland","2019-11-22T05:00:00.000Z",1
"64162","South Gladstone","pm25",6.5,"µg/m³","AU","Gladstone","2019-11-22T05:00:00.000Z",1
"64192","Springwood","pm25",10.3,"µg/m³","AU","South East Queensland","2019-11-22T05:00:00.000Z",1
"64422","North Ward","pm25",21,"µg/m³","AU","Townsville","2019-11-22T04:00:00.000Z",1
"64432","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-22T04:00:00.000Z",1
"64442","Hopeland","pm25",16.2,"µg/m³","AU","South West Queensland","2019-11-22T04:00:00.000Z",1
"64452","Cannon Hill","pm25",20.8,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64462","Lytton","pm25",8.7,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64472","Wynnum","pm25",6.8,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64482","Wynnum West","pm25",8.6,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64492","Springwood","pm25",11.6,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64502","Woolloongabba","pm25",16.2,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64511","Southport","pm25",5.8,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64522","Targinie","pm25",5.9,"µg/m³","AU","Gladstone","2019-11-22T04:00:00.000Z",1
"64531","Boyne Island","pm25",5.7,"µg/m³","AU","Gladstone","2019-11-22T04:00:00.000Z",1
"64541","Boat Creek","pm25",4.9,"µg/m³","AU","Gladstone","2019-11-22T04:00:00.000Z",1
"64551","Clinton","pm25",6.5,"µg/m³","AU","Gladstone","2019-11-22T04:00:00.000Z",1
"64561","Fisherman's Landing","pm25",5.6,"µg/m³","AU","Gladstone","2019-11-22T04:00:00.000Z",1
"6457","Moranbah","pm25",16,"µg/m³","AU","Central Queensland","2019-11-22T04:00:00.000Z",1
"64581","West Mackay","pm25",11.4,"µg/m³","AU","Central Queensland","2019-11-22T04:00:00.000Z",1
"64591","Blackwater","pm25",14,"µg/m³","AU","Central Queensland","2019-11-22T04:00:00.000Z",1
"64612","Upper Humbug","pm25",25.5,"µg/m³","AU","South West Queensland","2019-11-22T04:00:00.000Z",1
"64621","South Gladstone","pm25",6.5,"µg/m³","AU","Gladstone","2019-11-22T04:00:00.000Z",1
"64631","South Brisbane","pm25",11.9,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64641","Rocklea","pm25",17.3,"µg/m³","AU","South East Queensland","2019-11-22T04:00:00.000Z",1
"64771","North Ward","pm25",21.4,"µg/m³","AU","Townsville","2019-11-22T03:00:00.000Z",1
"6478","Upper Humbug","pm25",25.9,"µg/m³","AU","South West Queensland","2019-11-22T03:00:00.000Z",1
"6479","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-22T03:00:00.000Z",1
"6480","Hopeland","pm25",16.3,"µg/m³","AU","South West Queensland","2019-11-22T03:00:00.000Z",1
"64812","Cannon Hill","pm25",22.5,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64821","Lytton","pm25",9.3,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64831","Wynnum","pm25",7.1,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64842","Wynnum West","pm25",9.5,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64852","South Brisbane","pm25",14.4,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64861","Springwood","pm25",12.6,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64872","Woolloongabba","pm25",19.1,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64882","Southport","pm25",5.9,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64892","Rocklea","pm25",19.1,"µg/m³","AU","South East Queensland","2019-11-22T03:00:00.000Z",1
"64901","Boyne Island","pm25",5.7,"µg/m³","AU","Gladstone","2019-11-22T03:00:00.000Z",1
"64912","Targinie","pm25",6.2,"µg/m³","AU","Gladstone","2019-11-22T03:00:00.000Z",1
"64922","Boat Creek","pm25",5.1,"µg/m³","AU","Gladstone","2019-11-22T03:00:00.000Z",1
"64932","South Gladstone","pm25",6.7,"µg/m³","AU","Gladstone","2019-11-22T03:00:00.000Z",1
"64942","Clinton","pm25",6.6,"µg/m³","AU","Gladstone","2019-11-22T03:00:00.000Z",1
"64952","Fisherman's Landing","pm25",5.9,"µg/m³","AU","Gladstone","2019-11-22T03:00:00.000Z",1
"64962","Moranbah","pm25",16.7,"µg/m³","AU","Central Queensland","2019-11-22T03:00:00.000Z",1
"64972","West Mackay","pm25",12.5,"µg/m³","AU","Central Queensland","2019-11-22T03:00:00.000Z",1
"64982","Blackwater","pm25",14.6,"µg/m³","AU","Central Queensland","2019-11-22T03:00:00.000Z",1
"65142","Upper Humbug","pm25",26.4,"µg/m³","AU","South West Queensland","2019-11-22T02:00:00.000Z",1
"65151","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-22T02:00:00.000Z",1
"65161","Hopeland","pm25",16.6,"µg/m³","AU","South West Queensland","2019-11-22T02:00:00.000Z",1
"65171","Cannon Hill","pm25",23,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65182","Lytton","pm25",9.7,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65191","Wynnum","pm25",7.6,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65201","Wynnum West","pm25",10.3,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65211","South Brisbane","pm25",15.9,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65221","Springwood","pm25",13.5,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65231","Woolloongabba","pm25",20.8,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65241","Southport","pm25",6,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65251","Rocklea","pm25",20.1,"µg/m³","AU","South East Queensland","2019-11-22T02:00:00.000Z",1
"65261","Targinie","pm25",6.9,"µg/m³","AU","Gladstone","2019-11-22T02:00:00.000Z",1
"65271","Boyne Island","pm25",5.9,"µg/m³","AU","Gladstone","2019-11-22T02:00:00.000Z",1
"65282","Boat Creek","pm25",5.6,"µg/m³","AU","Gladstone","2019-11-22T02:00:00.000Z",1
"65291","South Gladstone","pm25",7,"µg/m³","AU","Gladstone","2019-11-22T02:00:00.000Z",1
"6530","Clinton","pm25",7.1,"µg/m³","AU","Gladstone","2019-11-22T02:00:00.000Z",1
"65311","Fisherman's Landing","pm25",6.5,"µg/m³","AU","Gladstone","2019-11-22T02:00:00.000Z",1
"65322","Moranbah","pm25",17.7,"µg/m³","AU","Central Queensland","2019-11-22T02:00:00.000Z",1
"65332","West Mackay","pm25",13.5,"µg/m³","AU","Central Queensland","2019-11-22T02:00:00.000Z",1
"65342","Blackwater","pm25",15.4,"µg/m³","AU","Central Queensland","2019-11-22T02:00:00.000Z",1
"65352","North Ward","pm25",21.8,"µg/m³","AU","Townsville","2019-11-22T02:00:00.000Z",1
"6549","North Ward","pm25",22.1,"µg/m³","AU","Townsville","2019-11-22T01:00:00.000Z",1
"65501","Upper Humbug","pm25",27,"µg/m³","AU","South West Queensland","2019-11-22T01:00:00.000Z",1
"65511","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-22T01:00:00.000Z",1
"65521","Hopeland","pm25",17.2,"µg/m³","AU","South West Queensland","2019-11-22T01:00:00.000Z",1
"65531","Cannon Hill","pm25",23.5,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65541","Lytton","pm25",10.2,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65551","Wynnum","pm25",8.4,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65562","Wynnum West","pm25",11.5,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65572","South Brisbane","pm25",16.9,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65582","Springwood","pm25",14.1,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65592","Woolloongabba","pm25",22.1,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65602","Southport","pm25",6.2,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65611","Rocklea","pm25",20.8,"µg/m³","AU","South East Queensland","2019-11-22T01:00:00.000Z",1
"65621","Targinie","pm25",7.9,"µg/m³","AU","Gladstone","2019-11-22T01:00:00.000Z",1
"65632","Boyne Island","pm25",6.5,"µg/m³","AU","Gladstone","2019-11-22T01:00:00.000Z",1
"65641","Boat Creek","pm25",6.3,"µg/m³","AU","Gladstone","2019-11-22T01:00:00.000Z",1
"65652","South Gladstone","pm25",7.8,"µg/m³","AU","Gladstone","2019-11-22T01:00:00.000Z",1
"65661","Clinton","pm25",8,"µg/m³","AU","Gladstone","2019-11-22T01:00:00.000Z",1
"65671","Fisherman's Landing","pm25",7.2,"µg/m³","AU","Gladstone","2019-11-22T01:00:00.000Z",1
"65681","West Mackay","pm25",14.5,"µg/m³","AU","Central Queensland","2019-11-22T01:00:00.000Z",1
"65691","Moranbah","pm25",19,"µg/m³","AU","Central Queensland","2019-11-22T01:00:00.000Z",1
"65701","Blackwater","pm25",16.3,"µg/m³","AU","Central Queensland","2019-11-22T01:00:00.000Z",1
"65731","Upper Humbug","pm25",27.8,"µg/m³","AU","South West Queensland","2019-11-22T00:00:00.000Z",1
"65741","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-22T00:00:00.000Z",1
"65751","Hopeland","pm25",17.8,"µg/m³","AU","South West Queensland","2019-11-22T00:00:00.000Z",1
"65761","Cannon Hill","pm25",23,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"65771","Lytton","pm25",11.1,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"65781","Wynnum","pm25",9.7,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"65791","Wynnum West","pm25",12.4,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"65801","South Brisbane","pm25",17.5,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"65811","Springwood","pm25",14.4,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"6582","Woolloongabba","pm25",22.9,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"6583","Southport","pm25",6.4,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"65841","Rocklea","pm25",21.8,"µg/m³","AU","South East Queensland","2019-11-22T00:00:00.000Z",1
"65851","Targinie","pm25",9,"µg/m³","AU","Gladstone","2019-11-22T00:00:00.000Z",1
"65861","Boyne Island","pm25",7.3,"µg/m³","AU","Gladstone","2019-11-22T00:00:00.000Z",1
"65871","South Gladstone","pm25",8.8,"µg/m³","AU","Gladstone","2019-11-22T00:00:00.000Z",1
"65881","Boat Creek","pm25",7.2,"µg/m³","AU","Gladstone","2019-11-22T00:00:00.000Z",1
"65891","Clinton","pm25",9.1,"µg/m³","AU","Gladstone","2019-11-22T00:00:00.000Z",1
"65901","Fisherman's Landing","pm25",7.9,"µg/m³","AU","Gladstone","2019-11-22T00:00:00.000Z",1
"65912","Moranbah","pm25",20.1,"µg/m³","AU","Central Queensland","2019-11-22T00:00:00.000Z",1
"65922","Blackwater","pm25",17.3,"µg/m³","AU","Central Queensland","2019-11-22T00:00:00.000Z",1
"65932","West Mackay","pm25",15.3,"µg/m³","AU","Central Queensland","2019-11-22T00:00:00.000Z",1
"65942","North Ward","pm25",22.4,"µg/m³","AU","Townsville","2019-11-22T00:00:00.000Z",1
"66181","North Ward","pm25",22.7,"µg/m³","AU","Townsville","2019-11-21T23:00:00.000Z",1
"66192","Upper Humbug","pm25",28.8,"µg/m³","AU","South West Queensland","2019-11-21T23:00:00.000Z",1
"66202","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T23:00:00.000Z",1
"66212","Hopeland","pm25",18.6,"µg/m³","AU","South West Queensland","2019-11-21T23:00:00.000Z",1
"66222","Cannon Hill","pm25",22.6,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66232","Wynnum","pm25",10.5,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66242","Lytton","pm25",12.6,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66252","Wynnum West","pm25",13.9,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66262","South Brisbane","pm25",18.2,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66271","Springwood","pm25",14.8,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66281","Woolloongabba","pm25",23.6,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66292","Southport","pm25",6.5,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66302","Rocklea","pm25",22.7,"µg/m³","AU","South East Queensland","2019-11-21T23:00:00.000Z",1
"66311","Targinie","pm25",10.2,"µg/m³","AU","Gladstone","2019-11-21T23:00:00.000Z",1
"66321","Boat Creek","pm25",8.2,"µg/m³","AU","Gladstone","2019-11-21T23:00:00.000Z",1
"66331","Boyne Island","pm25",8.2,"µg/m³","AU","Gladstone","2019-11-21T23:00:00.000Z",1
"6634","South Gladstone","pm25",10,"µg/m³","AU","Gladstone","2019-11-21T23:00:00.000Z",1
"6635","Clinton","pm25",10.4,"µg/m³","AU","Gladstone","2019-11-21T23:00:00.000Z",1
"6636","Fisherman's Landing","pm25",8.7,"µg/m³","AU","Gladstone","2019-11-21T23:00:00.000Z",1
"6637","Moranbah","pm25",20.9,"µg/m³","AU","Central Queensland","2019-11-21T23:00:00.000Z",1
"6638","West Mackay","pm25",15.9,"µg/m³","AU","Central Queensland","2019-11-21T23:00:00.000Z",1
"6639","Blackwater","pm25",18.1,"µg/m³","AU","Central Queensland","2019-11-21T23:00:00.000Z",1
"66411","North Ward","pm25",22.9,"µg/m³","AU","Townsville","2019-11-21T22:00:00.000Z",1
"66422","Upper Humbug","pm25",29.9,"µg/m³","AU","South West Queensland","2019-11-21T22:00:00.000Z",1
"66431","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T22:00:00.000Z",1
"66442","Hopeland","pm25",19.4,"µg/m³","AU","South West Queensland","2019-11-21T22:00:00.000Z",1
"66452","Cannon Hill","pm25",22.7,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66462","Lytton","pm25",12.8,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66472","South Brisbane","pm25",19.1,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66481","Wynnum","pm25",12,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66491","Wynnum West","pm25",15.1,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66501","Springwood","pm25",15,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66511","Woolloongabba","pm25",24.7,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66521","Southport","pm25",6.8,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66531","Rocklea","pm25",23.3,"µg/m³","AU","South East Queensland","2019-11-21T22:00:00.000Z",1
"66541","Targinie","pm25",11.5,"µg/m³","AU","Gladstone","2019-11-21T22:00:00.000Z",1
"66551","Boyne Island","pm25",9.3,"µg/m³","AU","Gladstone","2019-11-21T22:00:00.000Z",1
"66561","Boat Creek","pm25",9.3,"µg/m³","AU","Gladstone","2019-11-21T22:00:00.000Z",1
"66572","South Gladstone","pm25",11.1,"µg/m³","AU","Gladstone","2019-11-21T22:00:00.000Z",1
"66582","Clinton","pm25",11.7,"µg/m³","AU","Gladstone","2019-11-21T22:00:00.000Z",1
"66592","Fisherman's Landing","pm25",9.6,"µg/m³","AU","Gladstone","2019-11-21T22:00:00.000Z",1
"66602","Moranbah","pm25",21.5,"µg/m³","AU","Central Queensland","2019-11-21T22:00:00.000Z",1
"66613","Blackwater","pm25",18.7,"µg/m³","AU","Central Queensland","2019-11-21T22:00:00.000Z",1
"66621","West Mackay","pm25",16.6,"µg/m³","AU","Central Queensland","2019-11-21T22:00:00.000Z",1
"66762","North Ward","pm25",23.1,"µg/m³","AU","Townsville","2019-11-21T21:00:00.000Z",1
"66772","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T21:00:00.000Z",1
"66782","Hopeland","pm25",20.1,"µg/m³","AU","South West Queensland","2019-11-21T21:00:00.000Z",1
"66792","Cannon Hill","pm25",23.2,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"6689","Lytton","pm25",12.7,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"66922","Wynnum","pm25",12.2,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"66932","Wynnum West","pm25",15.3,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"66952","South Brisbane","pm25",19.6,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"66962","Springwood","pm25",14.8,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"66971","Woolloongabba","pm25",25.2,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"66981","Southport","pm25",7.1,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"66991","Rocklea","pm25",23.7,"µg/m³","AU","South East Queensland","2019-11-21T21:00:00.000Z",1
"67002","Targinie","pm25",12.5,"µg/m³","AU","Gladstone","2019-11-21T21:00:00.000Z",1
"67013","Boyne Island","pm25",10.2,"µg/m³","AU","Gladstone","2019-11-21T21:00:00.000Z",1
"67021","Boat Creek","pm25",10.3,"µg/m³","AU","Gladstone","2019-11-21T21:00:00.000Z",1
"67032","South Gladstone","pm25",12.2,"µg/m³","AU","Gladstone","2019-11-21T21:00:00.000Z",1
"67042","Clinton","pm25",12.8,"µg/m³","AU","Gladstone","2019-11-21T21:00:00.000Z",1
"67052","Fisherman's Landing","pm25",10.5,"µg/m³","AU","Gladstone","2019-11-21T21:00:00.000Z",1
"67061","Blackwater","pm25",19.2,"µg/m³","AU","Central Queensland","2019-11-21T21:00:00.000Z",1
"67071","Moranbah","pm25",22.1,"µg/m³","AU","Central Queensland","2019-11-21T21:00:00.000Z",1
"67082","West Mackay","pm25",17.1,"µg/m³","AU","Central Queensland","2019-11-21T21:00:00.000Z",1
"67092","Upper Humbug","pm25",31,"µg/m³","AU","South West Queensland","2019-11-21T21:00:00.000Z",1
"67212","Lytton","pm25",12.9,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67222","Moranbah","pm25",22.8,"µg/m³","AU","Central Queensland","2019-11-21T20:00:00.000Z",1
"67232","Clinton","pm25",13.9,"µg/m³","AU","Gladstone","2019-11-21T20:00:00.000Z",1
"6724","Targinie","pm25",13.5,"µg/m³","AU","Gladstone","2019-11-21T20:00:00.000Z",1
"6726","Wynnum","pm25",11.8,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67272","Wynnum West","pm25",15.2,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67281","West Mackay","pm25",17.3,"µg/m³","AU","Central Queensland","2019-11-21T20:00:00.000Z",1
"67291","South Brisbane","pm25",20,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67301","Boyne Island","pm25",11.1,"µg/m³","AU","Gladstone","2019-11-21T20:00:00.000Z",1
"67311","Springwood","pm25",14.3,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67321","Woolloongabba","pm25",25.5,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67332","Boat Creek","pm25",11.2,"µg/m³","AU","Gladstone","2019-11-21T20:00:00.000Z",1
"67342","Blackwater","pm25",19.5,"µg/m³","AU","Central Queensland","2019-11-21T20:00:00.000Z",1
"67351","Fisherman's Landing","pm25",11.4,"µg/m³","AU","Gladstone","2019-11-21T20:00:00.000Z",1
"67362","Southport","pm25",7.5,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67372","North Ward","pm25",23,"µg/m³","AU","Townsville","2019-11-21T20:00:00.000Z",1
"67382","Upper Humbug","pm25",31.9,"µg/m³","AU","South West Queensland","2019-11-21T20:00:00.000Z",1
"67392","Miles Airport","pm25",-9999,"µg/m³","AU","South West Queensland","2019-11-21T20:00:00.000Z",1
"6740","Rocklea","pm25",23.9,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67411","Hopeland","pm25",20.8,"µg/m³","AU","South West Queensland","2019-11-21T20:00:00.000Z",1
"67421","South Gladstone","pm25",13.2,"µg/m³","AU","Gladstone","2019-11-21T20:00:00.000Z",1
"67431","Cannon Hill","pm25",23.9,"µg/m³","AU","South East Queensland","2019-11-21T20:00:00.000Z",1
"67552","Rocklea","pm25",24.2,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67561","Southport","pm25",7.9,"µg/m³","AU","South East Queensland","2019-11-21T19:00:00.000Z",1
"67571","Targinie","pm25",14.2,"µg/m³","AU","Gladstone","2019-11-21T19:00:00.000Z",1
"67581","Boyne Island","pm25",12.1,"µg/m³","AU","Gladstone","2019-11-21T19:00:00.000Z",1
"6759","South Gladstone","pm25",14.3,"µg/m³","AU","Gladstone","2019-11-21T19:00:00.000Z",1
"67601","Moranbah","pm25",23.4,"µg/m³","AU","Central Queensland","2019-11-21T19:00:00.000Z",1
"67611","Fisherman's Landing","pm25",12.2,"µg/m³","AU","Gladstone","2019-11-21T19:00:00.000Z",1
"6762","Clinton","pm25",15,"µg/m³","AU","Gladstone","2019-11-21T19:00:00.000Z",1
"6763","Boat Creek","pm25",12.1,"µg/m³","AU","Gladstone","2019-11-21T19:00:00.000Z",1
"67641","Blackwater","pm25",19.8,"µg/m³","AU","Central Queensland","2019-11-21T19:00:00.000Z",1
"67652","West Mackay","pm25",17.3,"µg/m³","AU","Central Queensland","2019-11-21T19:00:00.000Z",1
